ec5_uuid,created_at,uploaded_at,title,lat_1_GPS,long_1_GPS,accuracy_1_GPS,UTM_Northing_1_GPS,UTM_Easting_1_GPS,UTM_Zone_1_GPS,2_Panel_trap_number,3_Males_Trapped,4_Females_trapped,5_Note
ccdf3e64-f90a-458e-973b-016cfab43bf2,2019-11-05T22:44:02.200Z,2019-12-19T22:35:00.000Z,ccdf3e64-f90a-458e-973b-016cfab43bf2,,,,,,,034,0,0,
50a32d1e-e4c8-41be-aca2-c3b0349555ad,2019-11-05T22:43:12.556Z,2019-12-19T22:34:58.000Z,50a32d1e-e4c8-41be-aca2-c3b0349555ad,,,,,,,035,2,1,
a36502ea-2eaf-4eee-a981-da8a96c729f1,2019-11-05T22:42:12.501Z,2019-12-19T22:34:50.000Z,a36502ea-2eaf-4eee-a981-da8a96c729f1,,,,,,,036,1,1,
94573b2d-6abe-4335-bc9f-18c33e695691,2019-11-05T22:41:11.961Z,2019-12-19T22:34:37.000Z,94573b2d-6abe-4335-bc9f-18c33e695691,,,,,,,037,0,2,
924894f0-5ec0-4a15-8c8f-b305f6109dcf,2019-11-05T22:40:28.188Z,2019-12-19T22:34:24.000Z,924894f0-5ec0-4a15-8c8f-b305f6109dcf,,,,,,,038,1,1,
7f80cc28-3702-4247-911a-0918f60d3e85,2019-11-05T22:39:44.978Z,2019-12-19T22:33:50.000Z,7f80cc28-3702-4247-911a-0918f60d3e85,,,,,,,039,0,2,
b7d0928c-4e67-403e-83f0-cb8887d8c701,2019-11-05T22:38:52.939Z,2019-12-19T22:33:19.000Z,b7d0928c-4e67-403e-83f0-cb8887d8c701,,,,,,,040,1,2,
6d1f2110-e229-4788-ae68-ec4502fb0484,2019-10-29T23:30:05.717Z,2019-12-19T22:33:05.000Z,6d1f2110-e229-4788-ae68-ec4502fb0484,,,,,,,030,0,2,
0fcd9171-62f2-46a9-a20c-05e1a41da293,2019-10-29T23:28:37.439Z,2019-12-19T22:26:56.000Z,0fcd9171-62f2-46a9-a20c-05e1a41da293,,,,,,,029,1,2,lure
a7aca8ac-1145-401d-a7d3-8b6663dce663,2019-10-29T23:27:24.752Z,2019-12-19T22:25:49.000Z,a7aca8ac-1145-401d-a7d3-8b6663dce663,,,,,,,028,0,2,lure
7833cde4-b5b1-495e-977d-6f5ecc2ff8d3,2019-10-29T23:26:30.114Z,2019-12-19T22:24:04.000Z,7833cde4-b5b1-495e-977d-6f5ecc2ff8d3,,,,,,,027,0,1,lure
070fed54-edf2-4e51-a658-ef1cd9841999,2019-10-29T23:25:46.430Z,2019-12-19T22:22:23.000Z,070fed54-edf2-4e51-a658-ef1cd9841999,,,,,,,026,1,1,
03b801c3-00bb-4347-adc6-8da8878f5727,2019-10-29T23:25:02.544Z,2019-12-26T02:23:02.000Z,03b801c3-00bb-4347-adc6-8da8878f5727,,,,,,,025,1,4,W-1
b2145fd4-b53e-4e1d-b34e-c6545a23ad22,2019-10-29T23:23:50.244Z,2019-12-19T22:20:44.000Z,b2145fd4-b53e-4e1d-b34e-c6545a23ad22,,,,,,,024,1,1,lure
eebb4929-deb9-41a2-8d33-5d9aac90b882,2019-10-29T23:22:58.507Z,2019-12-19T22:18:46.000Z,eebb4929-deb9-41a2-8d33-5d9aac90b882,,,,,,,023,0,3,
63e87fb0-a7c1-49d3-bc56-2c0f43c69e1c,2019-10-29T23:22:23.390Z,2019-12-19T22:16:31.000Z,63e87fb0-a7c1-49d3-bc56-2c0f43c69e1c,,,,,,,022,1,2,
25edd3fb-cae4-482b-8aa4-fcb307c8e76d,2019-10-29T23:21:45.950Z,2019-12-19T22:16:13.000Z,25edd3fb-cae4-482b-8aa4-fcb307c8e76d,,,,,,,021,1,0,
7a2a9678-4c22-4e6b-a599-4e887a9a74aa,2019-10-29T23:20:38.523Z,2019-12-19T22:14:34.000Z,7a2a9678-4c22-4e6b-a599-4e887a9a74aa,,,,,,,020,2,3,lure
933d3a5b-2491-4cdf-86ad-863c1133da55,2019-10-29T23:19:23.761Z,2019-12-19T22:13:20.000Z,933d3a5b-2491-4cdf-86ad-863c1133da55,,,,,,,019,2,1,
a0b06752-ce91-4c3e-b6df-39ac2d6e52ef,2019-10-29T23:12:36.353Z,2019-12-19T22:13:18.000Z,a0b06752-ce91-4c3e-b6df-39ac2d6e52ef,,,,,,,018,0,0,lure
fcb50a0d-32be-4b86-8587-696e67d04a62,2019-10-29T23:10:59.549Z,2019-12-19T22:13:17.000Z,fcb50a0d-32be-4b86-8587-696e67d04a62,,,,,,,017,0,1,
9553b766-ff21-4c1f-9c89-98ed21370271,2019-10-29T23:09:50.187Z,2019-12-19T22:13:15.000Z,9553b766-ff21-4c1f-9c89-98ed21370271,,,,,,,016,0,3,
58c7b433-0639-41c5-a0d1-5804128872ae,2019-10-29T23:08:38.173Z,2019-12-19T22:13:09.000Z,58c7b433-0639-41c5-a0d1-5804128872ae,,,,,,,015,1,3,
b8c107dd-183c-4cc8-bc13-00975ff62a28,2019-10-29T23:07:34.664Z,2019-12-19T22:13:07.000Z,b8c107dd-183c-4cc8-bc13-00975ff62a28,,,,,,,014,1,1,
95df5bf7-c44c-461a-8f68-189eb6bccd18,2019-10-29T23:06:16.301Z,2019-12-19T22:13:06.000Z,95df5bf7-c44c-461a-8f68-189eb6bccd18,,,,,,,013,2,4,
60a82db9-f5ac-4f96-829d-3989e2deb3d9,2019-10-29T23:05:08.836Z,2019-12-19T22:13:04.000Z,60a82db9-f5ac-4f96-829d-3989e2deb3d9,,,,,,,012,0,3,
fd98f642-442f-4e79-8a5e-328477c99fbd,2019-10-29T23:04:24.247Z,2019-12-19T22:13:03.000Z,fd98f642-442f-4e79-8a5e-328477c99fbd,,,,,,,011,0,0,
01c527d5-c9d5-4343-b3b6-5afdb73de52b,2019-10-29T23:03:01.928Z,2019-12-19T22:13:01.000Z,01c527d5-c9d5-4343-b3b6-5afdb73de52b,,,,,,,010,1,1,
e1a3faad-1baf-4415-8310-ac81d800e78f,2019-10-29T23:02:18.929Z,2019-12-19T22:12:59.000Z,e1a3faad-1baf-4415-8310-ac81d800e78f,,,,,,,009,0,0,
fcbcfa80-5ad6-4e28-b2f4-d83d517374f7,2019-10-29T22:59:07.976Z,2019-12-19T22:12:58.000Z,fcbcfa80-5ad6-4e28-b2f4-d83d517374f7,,,,,,,008,1,1,
2cae983c-5b9b-4d90-915b-cae4a9ff7ee0,2019-10-29T22:58:19.004Z,2019-12-19T22:12:56.000Z,2cae983c-5b9b-4d90-915b-cae4a9ff7ee0,,,,,,,007,1,2,
c56e40e2-81cf-4e43-b2d5-0cf564d91586,2019-10-29T22:57:28.847Z,2019-12-19T22:12:55.000Z,c56e40e2-81cf-4e43-b2d5-0cf564d91586,,,,,,,006,0,1,
daf1f2c5-c39e-48cb-9f86-403803b28fa8,2019-10-29T22:56:34.664Z,2019-12-19T22:12:53.000Z,daf1f2c5-c39e-48cb-9f86-403803b28fa8,,,,,,,005,0,0,
beb85a1f-11a2-40eb-ab30-714941864556,2019-10-29T22:55:57.356Z,2019-12-19T22:12:51.000Z,beb85a1f-11a2-40eb-ab30-714941864556,,,,,,,004,2,3,
0ebaa606-3277-4468-894f-80986e2d6337,2019-10-29T22:54:42.336Z,2019-12-18T23:36:27.000Z,0ebaa606-3277-4468-894f-80986e2d6337,,,,,,,003,0,0,lure
c40ffe96-6129-43c1-a1d6-f7981b4c603f,2019-10-29T22:53:18.646Z,2019-12-18T23:35:23.000Z,c40ffe96-6129-43c1-a1d6-f7981b4c603f,,,,,,,002,2,2,
5ef6befe-a9c8-4f83-9db5-087f66da7e78,2019-10-29T22:52:38.409Z,2019-12-18T23:35:11.000Z,5ef6befe-a9c8-4f83-9db5-087f66da7e78,,,,,,,001,3,1,
aa00ef78-18ed-4609-86f0-e328363c847f,2019-10-29T22:48:16.727Z,2019-12-18T23:34:36.000Z,aa00ef78-18ed-4609-86f0-e328363c847f,,,,,,,031,2,3,
392fc4df-3e06-4d06-8974-04c589ea0fce,2019-10-29T22:47:25.314Z,2019-12-18T23:34:29.000Z,392fc4df-3e06-4d06-8974-04c589ea0fce,,,,,,,032,0,0,
5da48ebc-f98e-4c1f-8fed-9f94e8dc8507,2019-10-29T22:46:38.413Z,2019-12-18T23:34:28.000Z,5da48ebc-f98e-4c1f-8fed-9f94e8dc8507,,,,,,,033,0,1,
b169b629-2471-438a-abef-44343a9815cd,2019-10-29T22:45:10.823Z,2019-12-18T23:34:26.000Z,b169b629-2471-438a-abef-44343a9815cd,,,,,,,034,0,2,
4b30bc63-7168-4de9-b5f3-99aaca3db140,2019-10-29T22:44:26.175Z,2019-12-18T23:34:25.000Z,4b30bc63-7168-4de9-b5f3-99aaca3db140,,,,,,,035,1,0,
ae07aa90-c10c-49c9-8aae-5f8ed808c360,2019-10-29T22:43:30.324Z,2019-12-18T23:34:23.000Z,ae07aa90-c10c-49c9-8aae-5f8ed808c360,,,,,,,036,0,0,
516c017f-ca4e-42d1-ad9a-c08beb6873d1,2019-10-29T22:42:46.122Z,2019-12-18T23:34:21.000Z,516c017f-ca4e-42d1-ad9a-c08beb6873d1,,,,,,,037,1,2,
57d843f2-4bf2-4a3f-8ae0-9bb42a6a4b83,2019-10-29T22:41:58.920Z,2019-12-18T23:34:20.000Z,57d843f2-4bf2-4a3f-8ae0-9bb42a6a4b83,,,,,,,038,1,0,
36221372-9c80-4c42-90fb-6874ccbce009,2019-10-29T22:40:40.511Z,2019-12-18T23:34:18.000Z,36221372-9c80-4c42-90fb-6874ccbce009,,,,,,,039,0,0,lure
ad265ffa-453e-4682-8be9-cbc5ddc741db,2019-10-29T22:39:58.620Z,2019-12-18T23:34:17.000Z,ad265ffa-453e-4682-8be9-cbc5ddc741db,,,,,,,040,1,1,
2bfed798-1da3-4958-875f-1dde7002559b,2019-10-25T04:23:03.947Z,2019-12-18T23:34:15.000Z,2bfed798-1da3-4958-875f-1dde7002559b,,,,,,,030,4,3,
950ad76c-5d35-4d1f-887f-415440461376,2019-10-25T04:21:27.975Z,2019-12-18T23:34:13.000Z,950ad76c-5d35-4d1f-887f-415440461376,,,,,,,029,0,2,lure
f2cfd48b-3abb-4dfa-93d9-9e24d9d79a19,2019-10-25T04:20:32.496Z,2019-12-18T23:34:12.000Z,f2cfd48b-3abb-4dfa-93d9-9e24d9d79a19,,,,,,,028,0,1,
e6dfce53-a2fb-47a9-8140-d34ff1e5eaec,2019-10-25T04:20:00.713Z,2019-12-18T23:34:10.000Z,e6dfce53-a2fb-47a9-8140-d34ff1e5eaec,,,,,,,027,0,1,
8d2795be-bb71-4a31-9cca-49409199d7f3,2019-10-25T04:19:10.406Z,2019-12-18T23:34:09.000Z,8d2795be-bb71-4a31-9cca-49409199d7f3,,,,,,,026,1,0,lure
a3050113-aa9f-4553-a1bf-f93592fbe35f,2019-10-25T04:18:32.104Z,2019-12-18T23:34:07.000Z,a3050113-aa9f-4553-a1bf-f93592fbe35f,,,,,,,025,1,3,
0ecce92f-8cb2-4936-b627-280a8f577b04,2019-10-25T04:17:37.736Z,2019-12-18T23:34:05.000Z,0ecce92f-8cb2-4936-b627-280a8f577b04,,,,,,,024,2,5,
2d26905a-d695-4b3e-9d3b-78dc4c152a55,2019-10-25T04:14:41.951Z,2019-12-18T23:34:04.000Z,2d26905a-d695-4b3e-9d3b-78dc4c152a55,,,,,,,023,1,1,
9309ea6c-ee25-4960-aa3b-1135d0d56251,2019-10-25T04:13:57.817Z,2019-12-18T23:34:02.000Z,9309ea6c-ee25-4960-aa3b-1135d0d56251,,,,,,,022,2,0,
0923edea-e696-4b98-ac8f-9d4c79ba10a7,2019-10-25T04:13:25.335Z,2019-12-18T23:33:59.000Z,0923edea-e696-4b98-ac8f-9d4c79ba10a7,,,,,,,021,0,0,
5c3d10af-ed17-474b-a0a6-8693e0f9a926,2019-10-25T04:12:51.075Z,2019-12-18T23:23:33.000Z,5c3d10af-ed17-474b-a0a6-8693e0f9a926,,,,,,,020,2,1,
47831d0b-d8a8-41bb-b3a1-f4cf23604037,2019-10-25T04:12:10.362Z,2019-12-18T23:18:07.000Z,47831d0b-d8a8-41bb-b3a1-f4cf23604037,,,,,,,019,1,4,
9976c487-ccd2-4516-b920-e032fef92897,2019-10-25T04:06:27.490Z,2019-12-18T23:17:11.000Z,9976c487-ccd2-4516-b920-e032fef92897,,,,,,,018,0,1,
9286914d-a2bb-4880-913d-e704affc8a89,2019-10-25T04:05:13.749Z,2019-12-18T23:15:35.000Z,9286914d-a2bb-4880-913d-e704affc8a89,,,,,,,017,0,4,
3b73433e-8b4f-4e31-9a7e-1f28ccbe6016,2019-10-25T04:03:45.803Z,2019-12-18T23:15:28.000Z,3b73433e-8b4f-4e31-9a7e-1f28ccbe6016,,,,,,,016,0,1,lure
4d949750-0ba7-4b79-9f47-8d83b317280a,2019-10-25T04:02:51.598Z,2019-12-18T23:15:27.000Z,4d949750-0ba7-4b79-9f47-8d83b317280a,,,,,,,015,1,1,
0e74370c-2f09-4d1f-956c-f825fbb83461,2019-10-25T04:02:02.782Z,2019-12-18T23:15:25.000Z,0e74370c-2f09-4d1f-956c-f825fbb83461,,,,,,,014,0,2,
09f34530-276f-4e38-a5eb-390190cb2ecc,2019-10-25T04:01:10.688Z,2019-12-18T23:15:24.000Z,09f34530-276f-4e38-a5eb-390190cb2ecc,,,,,,,013,3,1,
a37be32f-3bbd-4bbc-9cb5-d771b75dcc4e,2019-10-25T04:00:16.404Z,2019-12-18T23:15:22.000Z,a37be32f-3bbd-4bbc-9cb5-d771b75dcc4e,,,,,,,012,1,3,
56c0d9a3-7892-44be-92fb-e044117bd287,2019-10-25T03:59:27.503Z,2019-12-18T23:15:20.000Z,56c0d9a3-7892-44be-92fb-e044117bd287,,,,,,,011,0,0,
fe566cde-a676-4fbc-8384-eee62fa9ca47,2019-10-25T03:58:49.981Z,2019-12-18T23:15:19.000Z,fe566cde-a676-4fbc-8384-eee62fa9ca47,,,,,,,010,2,3,
b41520d4-0207-4bae-b990-64789876106c,2019-10-25T03:58:09.529Z,2019-12-18T23:15:17.000Z,b41520d4-0207-4bae-b990-64789876106c,,,,,,,009,0,2,
e9e1ec86-76bc-4d7e-bffd-c50774c08adc,2019-10-25T03:54:58.650Z,2019-12-18T23:15:16.000Z,e9e1ec86-76bc-4d7e-bffd-c50774c08adc,,,,,,,008,5,3,lure
67845e9b-8061-4350-a03d-4804e9ebb3b4,2019-10-25T03:54:02.645Z,2019-12-18T23:15:14.000Z,67845e9b-8061-4350-a03d-4804e9ebb3b4,,,,,,,007,2,1,
ba3ff880-29d1-4fe4-8847-f7e6e443e08a,2019-10-25T03:52:53.358Z,2019-12-18T23:15:12.000Z,ba3ff880-29d1-4fe4-8847-f7e6e443e08a,,,,,,,006,0,1,
3d9ca6ec-b520-4959-85a2-17490bd6165b,2019-10-25T03:52:05.706Z,2019-12-18T23:15:11.000Z,3d9ca6ec-b520-4959-85a2-17490bd6165b,,,,,,,005,1,3,
d3693ed2-cb7f-40c1-8f4e-378b8efe9ed0,2019-10-25T03:51:06.292Z,2019-12-18T23:15:09.000Z,d3693ed2-cb7f-40c1-8f4e-378b8efe9ed0,,,,,,,004,2,2,lure
237e6b92-c537-4dd6-b427-27feeb1e5c63,2019-10-25T03:50:22.342Z,2019-12-18T23:15:08.000Z,237e6b92-c537-4dd6-b427-27feeb1e5c63,,,,,,,003,0,1,
25829b9d-e134-435c-a9e8-83fb188d411c,2019-10-25T03:49:12.021Z,2019-12-18T23:15:06.000Z,25829b9d-e134-435c-a9e8-83fb188d411c,,,,,,,002,1,3,
c8111ae6-c759-4b77-a9ca-e5ca72f88ba4,2019-10-25T03:48:29.560Z,2019-12-18T23:15:04.000Z,c8111ae6-c759-4b77-a9ca-e5ca72f88ba4,,,,,,,001,3,2,
3fbf2f20-c65f-4e7c-a615-fc9a4cc8fb9f,2019-10-25T03:44:48.124Z,2019-12-18T23:15:03.000Z,3fbf2f20-c65f-4e7c-a615-fc9a4cc8fb9f,,,,,,,031,4,6,
d2287a6e-d2b6-4868-a026-8ba08c434e9c,2019-10-25T03:43:58.730Z,2019-12-18T23:15:01.000Z,d2287a6e-d2b6-4868-a026-8ba08c434e9c,,,,,,,032,1,0,
9b68fc49-f69a-4c20-90d8-68f884183ddd,2019-10-25T03:42:51.825Z,2019-12-18T23:14:59.000Z,9b68fc49-f69a-4c20-90d8-68f884183ddd,,,,,,,033,1,0,lure
f87b2e9d-f02d-4d24-b57f-4c4bac715c69,2019-10-25T03:42:09.978Z,2019-12-18T05:39:02.000Z,f87b2e9d-f02d-4d24-b57f-4c4bac715c69,,,,,,,034,3,2,
3bb5f0a4-5c7e-4c58-8d2e-e5ee1aee74c6,2019-10-25T03:41:27.765Z,2019-12-18T05:39:01.000Z,3bb5f0a4-5c7e-4c58-8d2e-e5ee1aee74c6,,,,,,,035,0,2,
3c247767-ffc2-4770-a6d1-2086fa204338,2019-10-25T03:40:44.240Z,2019-12-18T05:38:59.000Z,3c247767-ffc2-4770-a6d1-2086fa204338,,,,,,,036,0,1,
b4063e3a-fd34-44f5-8bc6-0ff420ac1afd,2019-10-25T03:39:46.664Z,2019-12-18T05:38:58.000Z,b4063e3a-fd34-44f5-8bc6-0ff420ac1afd,,,,,,,037,1,0,lure
a3c26660-be7e-4714-8a72-3da97b9ff6d6,2019-10-25T03:39:09.432Z,2019-12-18T05:38:56.000Z,a3c26660-be7e-4714-8a72-3da97b9ff6d6,,,,,,,038,3,2,
8be448e4-1f77-4d15-88dc-97634dc4db50,2019-10-25T03:38:17.807Z,2019-12-18T05:38:54.000Z,8be448e4-1f77-4d15-88dc-97634dc4db50,,,,,,,039,1,0,
be194b47-b031-4a10-93fd-091c0abe8ede,2019-10-25T03:37:32.755Z,2019-12-18T05:38:53.000Z,be194b47-b031-4a10-93fd-091c0abe8ede,,,,,,,040,1,4,
9f0e2558-9470-4f56-8450-8dd25048e84a,2019-10-18T05:07:56.041Z,2019-12-18T05:38:51.000Z,9f0e2558-9470-4f56-8450-8dd25048e84a,,,,,,,030,1,1,lure
ca174735-1819-498b-9c1b-f6d436cf4a5d,2019-10-18T05:06:29.952Z,2019-12-18T05:38:50.000Z,ca174735-1819-498b-9c1b-f6d436cf4a5d,,,,,,,029,4,4,
b3a949b9-aca3-4bf9-b3e4-29549950f7ef,2019-10-18T05:05:03.001Z,2019-12-18T05:38:48.000Z,b3a949b9-aca3-4bf9-b3e4-29549950f7ef,,,,,,,028,0,0,lure
0491ed35-18b3-4e78-a2f5-9f4ec61d511b,2019-10-18T05:04:11.884Z,2019-12-18T05:38:46.000Z,0491ed35-18b3-4e78-a2f5-9f4ec61d511b,,,,,,,027,5,0,
adbcea98-6a96-46cf-8e77-80366bab8bc6,2019-10-18T05:03:18.019Z,2019-12-18T05:38:45.000Z,adbcea98-6a96-46cf-8e77-80366bab8bc6,,,,,,,026,0,1,
2653c578-9151-47a3-a9a1-669156d13fae,2019-10-18T05:01:52.857Z,2019-12-18T05:38:43.000Z,2653c578-9151-47a3-a9a1-669156d13fae,,,,,,,026,1,1,lure
f588d45e-0781-4359-9dc5-0abe9e91b090,2019-10-18T05:00:30.232Z,2019-12-18T05:38:42.000Z,f588d45e-0781-4359-9dc5-0abe9e91b090,,,,,,,024,6,5,
cfb6730a-a7ba-45e5-955a-a961b95a5c25,2019-10-18T04:58:08.664Z,2019-12-18T05:38:40.000Z,cfb6730a-a7ba-45e5-955a-a961b95a5c25,,,,,,,023,4,4,lure
a0e2ca48-b992-4c57-bdc3-890f1ba5f75c,2019-10-18T04:56:53.805Z,2019-12-18T05:38:38.000Z,a0e2ca48-b992-4c57-bdc3-890f1ba5f75c,,,,,,,022,1,1,lure
e20e1abe-d739-46b4-b1a4-4ac60b7b7629,2019-10-18T04:55:29.355Z,2019-12-18T05:38:37.000Z,e20e1abe-d739-46b4-b1a4-4ac60b7b7629,,,,,,,121,3,2,lure
8d8a176d-b995-4122-add3-3e9e3c6fdb77,2019-10-18T04:54:27.248Z,2019-12-18T05:38:35.000Z,8d8a176d-b995-4122-add3-3e9e3c6fdb77,,,,,,,020,2,3,
60430132-3e79-40cc-bc32-2572f9f49b21,2019-10-18T04:52:08.085Z,2019-12-18T05:38:33.000Z,60430132-3e79-40cc-bc32-2572f9f49b21,,,,,,,019,1,4,lure
e1331e8d-7ca8-4f99-8be0-869956c31610,2019-10-18T04:45:25.221Z,2019-12-13T05:31:55.000Z,e1331e8d-7ca8-4f99-8be0-869956c31610,,,,,,,018,3,2,
f31e0dc3-4d8b-4f1d-9510-4e40b211fcad,2019-10-18T04:43:51.617Z,2019-12-13T05:30:03.000Z,f31e0dc3-4d8b-4f1d-9510-4e40b211fcad,,,,,,,017,3,6,
60cbf01c-a87d-4158-b83b-daa0e5dce398,2019-10-18T04:42:29.157Z,2019-12-13T05:29:14.000Z,60cbf01c-a87d-4158-b83b-daa0e5dce398,,,,,,,016,6,4,
1f204c91-66c9-4253-91f4-062fd1e8a6f2,2019-10-18T04:39:54.096Z,2019-12-13T05:29:13.000Z,1f204c91-66c9-4253-91f4-062fd1e8a6f2,,,,,,,015,1,2,lure
5b25b580-da33-4da1-aaee-ad7ddb92ad8f,2019-10-18T04:36:04.332Z,2019-12-13T05:29:11.000Z,5b25b580-da33-4da1-aaee-ad7ddb92ad8f,,,,,,,014,2,2,lure
5c09aadc-c389-45f5-90c7-3e06f436d47c,2019-10-18T04:33:02.282Z,2019-12-13T05:29:09.000Z,5c09aadc-c389-45f5-90c7-3e06f436d47c,,,,,,,013,3,3,lure
f9e8b9d4-e408-4f7b-ba64-e9a3a67a8c50,2019-10-18T04:31:37.647Z,2019-12-13T05:29:08.000Z,f9e8b9d4-e408-4f7b-ba64-e9a3a67a8c50,,,,,,,012,0,2,lure
7b59f538-8780-4856-8ba0-5d16b2a14720,2019-10-18T04:30:17.465Z,2019-12-13T05:29:06.000Z,7b59f538-8780-4856-8ba0-5d16b2a14720,,,,,,,011,1,1,lure
fbc11938-6e1f-40af-b69d-73eeac9ee082,2019-10-18T04:28:58.545Z,2019-12-13T05:29:05.000Z,fbc11938-6e1f-40af-b69d-73eeac9ee082,,,,,,,010,1,2,lure
17a4680f-fc6c-48b8-a304-09d46ec0d09e,2019-10-18T04:28:06.818Z,2019-12-13T05:29:03.000Z,17a4680f-fc6c-48b8-a304-09d46ec0d09e,,,,,,,009,0,3,
290a05a6-6ce5-4723-af86-a083fb60b8cb,2019-10-18T04:24:42.935Z,2019-12-13T05:29:01.000Z,290a05a6-6ce5-4723-af86-a083fb60b8cb,,,,,,,008,6,7,
56b3f6b5-0675-4446-adfc-cfee855ee735,2019-10-18T04:21:39.826Z,2019-12-13T05:29:00.000Z,56b3f6b5-0675-4446-adfc-cfee855ee735,,,,,,,007,6,5,lure
d8733e8c-9035-46e2-a384-d42d3b292caa,2019-10-18T04:19:09.349Z,2019-12-13T05:28:58.000Z,d8733e8c-9035-46e2-a384-d42d3b292caa,,,,,,,006,0,0,lure
5f5d7861-ac5b-4440-ac4a-e10306f2ce0b,2019-10-18T04:16:33.358Z,2019-12-13T05:28:57.000Z,5f5d7861-ac5b-4440-ac4a-e10306f2ce0b,,,,,,,005,2,1,lure
28acf53f-2a29-47b8-8635-d31ad4183ca8,2019-10-18T04:11:59.742Z,2019-12-13T05:28:55.000Z,28acf53f-2a29-47b8-8635-d31ad4183ca8,,,,,,,004,6,5,
eb10bf66-e536-464d-b1b3-c565a1e43c7b,2019-10-18T04:10:24.163Z,2019-12-13T05:28:53.000Z,eb10bf66-e536-464d-b1b3-c565a1e43c7b,,,,,,,003,1,0,
fa342da0-b3e1-4ee1-a9ce-a50d21055c0f,2019-10-18T04:03:57.484Z,2019-12-13T05:28:52.000Z,fa342da0-b3e1-4ee1-a9ce-a50d21055c0f,13.409049,144.737144,83,1483494,254963,55P,002,0,0,lure
60801ef3-c94e-4aa9-a006-c943e7936f11,2019-10-18T03:58:30.567Z,2019-12-13T05:28:50.000Z,60801ef3-c94e-4aa9-a006-c943e7936f11,,,,,,,001,0,0,lure
45626fe6-cd64-421e-9e63-7a97f3987033,2019-10-18T03:51:24.007Z,2019-12-13T05:28:49.000Z,45626fe6-cd64-421e-9e63-7a97f3987033,,,,,,,031,5,5,
dfcff3f6-10d0-4aea-a778-f9c32312c397,2019-10-18T03:49:35.011Z,2019-12-13T05:28:47.000Z,dfcff3f6-10d0-4aea-a778-f9c32312c397,,,,,,,032,2,3,lure
43bcfc7d-b1f3-45ae-8e21-6357353e6383,2019-10-18T03:48:39.692Z,2019-12-13T05:28:45.000Z,43bcfc7d-b1f3-45ae-8e21-6357353e6383,,,,,,,033,4,5,
e3c98946-6adf-4e24-a8e4-35bb6bbaea24,2019-10-18T03:46:43.288Z,2019-11-26T19:35:15.000Z,e3c98946-6adf-4e24-a8e4-35bb6bbaea24,,,,,,,034,3,1,lure
5b2307db-4efe-4519-a117-a3cb7f2fd9b8,2019-10-18T03:45:44.685Z,2019-11-26T19:33:55.000Z,5b2307db-4efe-4519-a117-a3cb7f2fd9b8,,,,,,,035,4,4,lure
e024991a-e94e-40ab-acf4-aa69a62ae535,2019-10-18T03:41:43.283Z,2019-11-26T19:33:02.000Z,e024991a-e94e-40ab-acf4-aa69a62ae535,,,,,,,036,3,6,lure
c2b7186c-06f5-4ea7-8782-87b5377ef251,2019-10-18T03:40:26.569Z,2019-11-26T19:32:40.000Z,c2b7186c-06f5-4ea7-8782-87b5377ef251,,,,,,,037,2,3,
381530b2-13e4-444b-8a08-477f3f3a2174,2019-10-18T03:39:16.481Z,2019-11-26T19:32:38.000Z,381530b2-13e4-444b-8a08-477f3f3a2174,,,,,,,038,1,2,lure
a99b6385-2ddd-4152-b2ed-bc6634c638e6,2019-10-18T03:37:28.736Z,2019-11-26T19:32:36.000Z,a99b6385-2ddd-4152-b2ed-bc6634c638e6,,,,,,,039,3,7,
5c5b9c9f-b7c0-43ec-88be-3814806c8477,2019-10-18T03:35:06.374Z,2019-11-26T19:32:35.000Z,5c5b9c9f-b7c0-43ec-88be-3814806c8477,,,,,,,040,3,3,lure
49f565a5-ac6e-4321-891b-9e10584be6f0,2019-09-25T01:38:23.819Z,2019-10-18T05:44:51.000Z,49f565a5-ac6e-4321-891b-9e10584be6f0,,,,,,,030,0,0,
ddcaa8b4-9f73-4609-8783-335f7303ac8a,2019-09-25T01:10:45.537Z,2019-10-18T05:44:49.000Z,ddcaa8b4-9f73-4609-8783-335f7303ac8a,,,,,,,029,1,0,
dd0b3f84-3b55-4784-9c55-357ce9a90ffd,2019-09-25T01:10:00.116Z,2019-10-18T05:44:48.000Z,dd0b3f84-3b55-4784-9c55-357ce9a90ffd,,,,,,,028,2,1,
52d6049a-6aaf-42f8-a0bf-a4efda0f4fb5,2019-09-25T01:09:06.534Z,2019-10-18T05:44:46.000Z,52d6049a-6aaf-42f8-a0bf-a4efda0f4fb5,,,,,,,027,1,2,
04c25f24-063b-4499-8fc8-9e12c1a082cd,2019-09-25T01:08:33.007Z,2019-10-18T05:44:44.000Z,04c25f24-063b-4499-8fc8-9e12c1a082cd,,,,,,,026,0,1,
6d40984f-4e22-4e31-9ddd-452c6d1dc1bc,2019-09-25T01:07:56.119Z,2019-10-18T05:44:43.000Z,6d40984f-4e22-4e31-9ddd-452c6d1dc1bc,,,,,,,025,0,1,
97ae2078-e563-41f8-93dc-de0321da5d16,2019-09-25T01:07:15.088Z,2019-10-18T05:44:41.000Z,97ae2078-e563-41f8-93dc-de0321da5d16,,,,,,,024,0,0,
588ad0ab-33f9-4f27-81de-10136462e6f7,2019-09-25T01:06:14.614Z,2019-10-18T05:44:39.000Z,588ad0ab-33f9-4f27-81de-10136462e6f7,,,,,,,023,0,1,
